category,comparison_prediction,has_ocr,id,image_label,input_mode,label,mm_label,model,prediction,seed,source,split,text_label
correct_prediction,,False,4360,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,3994,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,7254,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
error_001,,False,3513,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1096,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
error_001,,False,1479,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,4739,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,5826,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,1802,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,False,796,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,False,6155,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,1808,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,7291,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
false_positive,,True,6086,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
error_001,,False,521,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,4451,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,6044,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,644,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,4463,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,3956,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,1778,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
false_positive,,True,6217,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,2426,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,3497,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,1
correct_prediction,,True,2376,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,2057,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,2567,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,6517,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,2622,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
false_positive,,False,5824,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
error_001,,False,7239,0,caption_ocr,1,1,dt4mid-phobert,0,2026,facebook,test,0
false_positive,,True,4034,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
error_001,,False,892,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
error_001,,True,502,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,297,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,258,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,False,4889,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1127,1,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,True,3930,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,5728,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,4595,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
error_001,,True,4675,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,6359,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,True,4492,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5272,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,6574,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,6427,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,884,1,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,True,2327,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,False,5249,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5361,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2952,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,1
correct_prediction,,False,2053,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,1020,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1604,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2832,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,1
correct_prediction,,True,5579,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,False,1977,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,4790,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2839,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,4604,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,490,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,4900,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,1206,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,6919,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,5013,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,7127,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,0
false_positive,,True,5130,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
false_positive,,True,6450,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,3798,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,True,3230,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,4827,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2434,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,1022,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5302,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,3645,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1037,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,1
correct_prediction,,True,6000,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,3179,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,4101,1,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
error_001,,True,618,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1671,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,True,4369,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2428,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,True,4304,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2113,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,2724,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,1
correct_prediction,,False,5930,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,5205,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,411,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,False,743,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2558,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,113,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,False,426,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
error_001,,True,7221,0,caption_ocr,1,1,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,True,1653,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,True,4744,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,7014,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,6677,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,5282,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,6037,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,4241,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,False,16,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,26,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
false_positive,,True,256,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,1
false_positive,,True,6856,1,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,4132,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,3518,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,1005,1,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,False,1348,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,4057,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,2729,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,3110,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,1217,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5119,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,4123,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,3371,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1717,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,1
correct_prediction,,False,4607,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,6410,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
false_positive,,True,2435,1,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,5547,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1901,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,1
correct_prediction,,True,4258,0,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,6271,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,1
correct_prediction,,True,6067,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,True,406,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
error_001,,True,3143,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,2992,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,1
correct_prediction,,False,2792,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
false_positive,,True,4507,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
error_001,,True,2308,0,caption_ocr,1,1,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,True,1248,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,5925,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,1397,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,4052,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,False,665,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,462,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,2337,1,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
error_001,,True,3260,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5255,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,False,3503,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,False,2054,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,1
error_001,,False,3209,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,3099,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,1
false_positive,,True,7058,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,False,4698,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
false_positive,,True,1079,0,caption_ocr,0,0,dt4mid-phobert,1,2026,threads,test,0
correct_prediction,,True,4362,1,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
false_positive,,True,2338,1,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,7314,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,1
correct_prediction,,False,629,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
error_001,,True,3883,0,caption_ocr,1,1,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,5786,0,caption_ocr,0,0,dt4mid-phobert,0,2026,facebook,test,0
correct_prediction,,False,3119,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5894,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,5084,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,5343,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,False,4324,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,1216,1,caption_ocr,1,1,dt4mid-phobert,1,2026,threads,test,0
false_positive,,False,2006,0,caption_ocr,0,0,dt4mid-phobert,1,2026,facebook,test,0
correct_prediction,,True,5661,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,5640,0,caption_ocr,0,0,dt4mid-phobert,0,2026,threads,test,0
correct_prediction,,True,5765,0,caption_ocr,1,1,dt4mid-phobert,1,2026,facebook,test,0
false_positive,,True,5803,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,6388,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
false_positive,,True,5990,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,1024,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,1075,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
false_positive,,True,4170,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
false_positive,,True,599,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,371,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,False,5811,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
false_positive,,True,5986,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,6456,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,6826,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,859,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,6562,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,2399,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,6505,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,7292,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,6818,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,4909,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,4190,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,6100,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,5033,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,5608,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,4177,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,3845,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,2129,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,3054,0,caption_ocr,0,0,dt4mid-phobert,0,42,facebook,test,0
correct_prediction,,True,3867,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,4031,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,1767,1,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,1598,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,850,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
error_001,,True,5978,0,caption_ocr,1,1,dt4mid-phobert,0,42,facebook,test,0
correct_prediction,,True,3709,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,5963,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,5782,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,4722,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,1801,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,2768,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,5737,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
error_001,,False,1824,0,caption_ocr,1,1,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,2321,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,6447,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,2851,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
false_positive,,True,255,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
false_positive,,True,1103,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,1228,1,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,4004,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,1591,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,False,2861,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,797,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,2913,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,6159,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,7007,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,2333,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
false_positive,,True,1448,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,1
correct_prediction,,True,993,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,1978,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,5035,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,4647,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,4922,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,525,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,3878,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,2139,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,2642,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,314,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,2482,1,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,5580,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,3587,1,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,1
correct_prediction,,True,196,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,6755,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,6488,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,5335,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,592,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,6168,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,5293,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,423,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
false_positive,,True,6189,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,1155,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,5197,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,464,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,6645,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
false_positive,,False,3992,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,2916,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,1234,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,1
correct_prediction,,True,6098,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,735,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,134,1,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,False,6907,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,793,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
error_001,,False,4475,0,caption_ocr,1,1,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,4403,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,6491,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,533,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,1
correct_prediction,,False,6861,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,4136,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,6962,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,1716,0,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,6983,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,3705,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,3887,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,4269,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,860,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,2042,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,5835,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
false_positive,,False,1953,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,6414,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,False,6537,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
false_positive,,False,5825,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
false_positive,,True,2096,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,1
false_positive,,True,2627,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
false_positive,,False,2757,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
false_positive,,True,1684,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,2005,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
correct_prediction,,True,5927,0,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,5014,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,4892,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,5589,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,True,2206,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,False,5202,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,False,2656,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,1
correct_prediction,,True,1329,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,1
correct_prediction,,True,613,1,caption_ocr,1,1,dt4mid-phobert,1,42,threads,test,1
error_001,,True,47,0,caption_ocr,1,1,dt4mid-phobert,0,42,threads,test,0
correct_prediction,,True,6746,1,caption_ocr,1,1,dt4mid-phobert,1,42,facebook,test,0
error_001,,False,3398,0,caption_ocr,1,1,dt4mid-phobert,0,42,threads,test,0
false_positive,,False,3695,0,caption_ocr,0,0,dt4mid-phobert,1,42,threads,test,0
correct_prediction,,True,3365,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,1
correct_prediction,,True,513,0,caption_ocr,0,0,dt4mid-phobert,0,42,threads,test,0
false_positive,,False,7022,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
false_positive,,True,2459,0,caption_ocr,0,0,dt4mid-phobert,1,42,facebook,test,0
